sentences,dists
The Irish squad celebrate Six Nations success fireworks set within Murrayfield following England 's win,-6.549681874862779 -6.942674431956666 -7.468899562157248 -6.2781069078810505 -5.166726196140545 -5.229770806095782 -7.495520065719871 -7.433858634885721 -6.29194770675725 -7.487760366337699 -5.619193188087693 -7.478623750437359 -5.694435964732304 -inf -5.7565008180569786
Irish fans celebrate side winning Six Nations watching England beat France 55-35 Twickenham,-6.942674431956666 -7.465083754230189 -6.2781069078810505 -5.916362552634785 -6.299844697696033 -5.166726196140545 -5.229770806095782 -7.49242707131508 -5.694435964732304 -6.5226674508539055 -6.081815977160733 -6.795606502072663 -7.47033774643575
Sean O'Brien Ireland goes score second try RBS Six Nations match Scotland Ireland Murrayfield,-6.550044532016373 -5.65933444897635 -4.778105881786035 -6.903821573533271 -6.299084425235118 -5.910524927041337 -5.603514572426556 -6.263424069691642 -5.166726196140545 -5.229770806095782 -5.758455016668022 -5.413483135958617 -4.778105881786035 -5.619193188087693
"No one begrudge triumph . With four tries scored term , tricky away assignment become even trickier hours kick-off , Wales ' runaway win Rome meant Ireland required 21-point win reclaim top spot initially lost England last weekend defeat Millennium Stadium .",-8.928178844887203 -6.9298478566000545 -7.477776685007293 -7.5226444371253764 -inf -6.906334881201358 -6.929744916635089 -6.918327112849028 -6.289810008997616 -7.497733749381954 -inf -7.540757176794848 -6.5577373174892495 -7.466421614332397 -7.464635006824859 -6.579916382147076 -7.4674068940718 -7.523205497345012 -6.186892028746649 -inf -6.0994810991041595 -inf -7.459881450150797 -5.7565008180569786 -7.455223795804073 -7.487272106453517 -4.778105881786035 -6.888116342555888 -5.853589997779465 -5.7565008180569786 -7.504415433563653 -6.866878245533416 -7.5267154269367476 -6.906143876270915 -7.490573470914122 -5.694435964732304 -6.552666544409387 -6.8889828886069155 -7.468597447027515 -7.4646177931143844 -7.473484270749162 -inf
"That would considerably heightened pressure deliver largely unfazed , throwing shackles looking side emboldened finesse hungry scores .",-7.442226986495158 -7.445024132586776 -7.456983647054681 -7.414382038369782 -6.928154977335623 -7.455655926562105 -7.452842309318388 -7.472187558968186 -inf -7.42600981248088 -7.492792040462779 -7.4853863002953895 -5.916362552634785 -7.451759019882621 -7.4616311429795665 -7.429668471154661 -6.920169660038768 -inf
"Meddling Scotland initially refused go along Ireland 's best intentions . They may offered dozen turnovers bled penalty count rate 12 six , still combative degree despite getting held scoreless second half Ireland dominated territory .",-7.478112492239969 -5.413483135958617 -6.906143876270915 -7.445127662628737 -7.48544985564441 -7.476046533650499 -4.778105881786035 -inf -6.059421596170148 -7.462864868839302 -inf -6.556990720005245 -7.526647222813955 -7.522175952672024 -7.472353600013606 -7.4750691222970165 -7.447351753565731 -5.935963139334987 -7.467553040355445 -7.476932612176275 -6.514469274411238 -5.166726196140545 -inf -6.955537132186371 -7.479330835137219 -7.479650885906237 -7.49636661895035 -6.891780844475812 -7.4265074172729575 -7.49950750419079 -5.910524927041337 -6.5256668709363375 -4.778105881786035 -7.438812086776099 -7.469916078761536 -inf
"They came close , mind , rallying well Geoff Cross ' sin-binning knocking metres short . Even sent Irish hearts flutter , believing scored corner minutes left TMO review prove Jamie Heaslip excellently shunted ball Stuart Hogg 's hands grounded .",-6.556990720005245 -7.499020309689782 -6.903855904023432 -inf -6.925414313859368 -inf -7.502011338505498 -6.549780590019307 -6.923203950996238 -6.272484100499055 -inf -6.786954345571413 -7.47653472234066 -7.461588304808205 -6.8881880018613915 -inf -6.579916382147076 -7.4842097084665555 -6.942674431956666 -7.458184944539318 -7.504378520725138 -inf -7.415361239569595 -6.289810008997616 -7.474751058165591 -6.2936381359206495 -7.459735951282179 -6.932523410168924 -7.49968434231159 -7.494159022277669 -6.9382466904180795 -7.462952590922518 -7.506769339135461 -7.421756302539468 -6.296601141999941 -6.5431630209707885 -6.570094060399065 -inf -7.439960057335664 -7.5030699148513165 -inf
"It superb scrambling , appetite epitomised Ireland 's attitude comprehensively winning entertaining battle played fast track vastly superior state previous pitches laid Murrayfield .",-6.925694917550547 -7.428728421711858 -7.4610969942598375 -inf -7.4551741826293565 -7.469443457915568 -4.778105881786035 -inf -7.471352745232465 -7.44926915716956 -6.299844697696033 -7.456891639898631 -7.495002486482412 -7.4860752410878 -7.457299088200335 -7.47552209476546 -7.452160673309487 -7.489028562609178 -7.502768686205471 -7.427292027699666 -7.48976441349564 -7.451691229925179 -5.619193188087693 -inf
Ireland players celebrate end match Murrayfield later crowned Six Nations champions,-4.778105881786035 -6.895404712382494 -6.2781069078810505 -7.462198611460647 -5.758455016668022 -5.619193188087693 -6.920138761944636 -6.280507266455729 -5.166726196140545 -5.229770806095782 -6.567433453346634
Scotland 's Finn Russell tackled Ireland 's Conor Murray Rory Best Six Nations rugby match Murrayfield stadium,-5.413483135958617 -inf -6.549345456999747 -6.295801137038379 -7.478980352676232 -4.778105881786035 -inf -6.532161804117746 -6.276067355302054 -6.549409736412604 -6.059421596170148 -5.166726196140545 -5.229770806095782 -6.889873351499758 -5.758455016668022 -5.619193188087693 -7.473484270749162
"Ireland rectified many issues affected last weekend , buoyancy greatly helped tonic start . Referee Jerome Garces turned blind eye scrum collapse , telling Conor Murray play ball .",-4.778105881786035 -7.478178147087237 -7.478518398990076 -7.450667098356724 -7.491312127406343 -6.552666544409387 -6.8889828886069155 -inf -7.47511039210726 -7.501563047270486 -7.480519956043542 -7.506618296274468 -6.946115916108111 -inf -7.496618551911115 -6.911801364946786 -7.443543435928644 -7.470709947930513 -7.508472903867818 -7.516038164555569 -6.955356250558216 -6.911334362899275 -inf -7.46163555031007 -6.532161804117746 -6.276067355302054 -7.462835549767368 -6.296601141999941 -inf
"He , Johnny Sexton looping Jared Payne sending Tommy Bowe haring gap , linebreak eventually resulted Paul O'Connell going side Rob Kearney ruck .",-6.549476990614074 -inf -7.492462667304201 -5.3986852216664 -7.467759269595683 -6.536779098416407 -6.288534553315665 -7.477505119625544 -6.502871208568392 -6.8754974680204 -7.495392135944444 -7.477741233146646 -inf -7.4611013753709265 -7.498007526177466 -6.929173166229428 -6.566760870005425 -6.26807576910621 -7.510344101670221 -5.916362552634785 -6.546174489916406 -6.549230925026402 -6.537241650702615 -inf
Sexton added conversion 10th minute penalty Scotland finally found legs series errors led Greig Laidlaw penalty riposte momentum swing pierced penalty-winning breakdown foraging Rory Best .,-5.3986852216664 -6.5466768782780225 -7.47131035981528 -7.481459727248884 -6.286202252414682 -5.935963139334987 -5.413483135958617 -7.456389295459666 -7.48184393082821 -7.467691288066738 -7.509757161223489 -7.439505955781738 -6.893619520379247 -6.531052728194067 -6.259454417271446 -5.935963139334987 -7.4796293481884994 -7.455287269203016 -7.441214040006068 -7.494475571762562 -5.408296030678314 -7.458520952496338 -7.446337564435545 -6.549409736412604 -6.059421596170148 -inf
"With Luke Fitzgerald , shining first start four years , linking well Kearney , Ireland pounced second try 24 minutes well-worked set-piece . Best threw rear , Devin Toner gathered slick transfer landing resulted Sean O'Brien stepping Dougie Fife score .",-6.906334881201358 -6.897789215154573 -6.527509036653445 -inf -7.465597604097081 -6.888448032085928 -6.946115916108111 -6.929744916635089 -7.4748151137388525 -inf -7.468730767321357 -6.549780590019307 -6.549230925026402 -inf -4.778105881786035 -7.437435087329552 -5.910524927041337 -5.603514572426556 -7.498868586601929 -6.2936381359206495 -6.2099273740394 -5.845813007157176 -inf -6.059421596170148 -7.4800771258928505 -7.4359967610701885 -inf -6.570200890179005 -6.55784261500845 -7.4891790028514515 -7.5078763288804335 -7.454096944623655 -7.484769977716866 -6.929173166229428 -6.550044532016373 -5.65933444897635 -7.5207491244460405 -6.8945674087235 -6.8908732588926584 -6.299084425235118 -inf
"Sexton converted 14-point lead , seven short important Wales target , quickly painful reminder still much work even win game first .",-5.3986852216664 -6.910801557449905 -5.842616393671627 -7.5057949420178485 -inf -6.920297275946216 -6.8881880018613915 -7.493411581163614 -6.0994810991041595 -6.548140102977979 -inf -7.481027834328573 -7.491906914843197 -7.4714852209649605 -6.955537132186371 -7.48021135879836 -7.493410220202821 -6.579916382147076 -5.7565008180569786 -7.467207057359605 -6.888448032085928 -inf
O'Brien Ireland goes score second try RBS Six Nations match Scotland Ireland Murrayfield,-5.65933444897635 -4.778105881786035 -6.903821573533271 -6.299084425235118 -5.910524927041337 -5.603514572426556 -6.263424069691642 -5.166726196140545 -5.229770806095782 -5.758455016668022 -5.413483135958617 -4.778105881786035 -5.619193188087693
Kearney failed deal grubber kick send way spilled possession led three-on-one overlap numerous phases later Robbie Henshaw could n't prevent Finn Russell nabbing try converted Laidlaw .,-6.549230925026402 -6.93239136449013 -7.469167577254562 -7.472956458076202 -6.51904652683522 -7.468489206016917 -6.541591375457046 -7.481818909905293 -7.458691211684648 -6.893619520379247 -6.161379898360004 -7.444587812524847 -7.400522731721807 -7.440632594896621 -6.920138761944636 -6.946080564175992 -6.917729478687404 -6.573439625332199 -inf -7.506140301702514 -6.549345456999747 -6.295801137038379 -7.442589893766565 -5.603514572426556 -6.910801557449905 -6.259454417271446 -inf
"It another example Ireland getting exposed righthand side quick ruck ball , France Wales scored way England nearly final minute Dublin .",-6.925694917550547 -6.08713779665156 -7.455150674053422 -4.778105881786035 -6.891780844475812 -7.4586952706828376 -7.495276874462887 -5.916362552634785 -7.454455829052168 -6.537241650702615 -6.296601141999941 -inf -6.081815977160733 -6.0994810991041595 -6.289810008997616 -6.541591375457046 -5.694435964732304 -7.487552603581751 -7.446911681177567 -6.286202252414682 -7.471376697617892 -inf
They needed better mind scrum collapse allowed Sexton grab 20-10 advantage took break .,-6.556990720005245 -6.933987330171618 -7.490948761618412 -6.925414313859368 -6.955356250558216 -6.911334362899275 -7.475554829221677 -5.3986852216664 -7.453116903331435 -5.478222974123262 -7.444943086524439 -7.482793210306626 -7.443805790326289 -inf
The out-half added another five minutes resumption ushered Jared Payne posts 50 minutes another metre-eating maul eaten away Scottish defence .,-6.549681874862779 -6.204764944290904 -6.5466768782780225 -6.08713779665156 -7.522863766417877 -6.2936381359206495 -7.428897096476072 -7.401636039112955 -6.536779098416407 -6.288534553315665 -7.440971341595512 -7.423139957961309 -6.2936381359206495 -6.08713779665156 -6.462661834390614 -7.472539917842452 -7.481272816070518 -6.5577373174892495 -7.441736499687479 -7.505933001599346 -inf
"Sexton added extras , 20 points margin Ireland level Wales ' points difference tries scored .",-5.3986852216664 -6.5466768782780225 -7.4660659832065495 -inf -6.075666810882867 -6.06720645761124 -6.928799512874052 -4.778105881786035 -7.485163628460905 -6.0994810991041595 -inf -6.06720645761124 -7.424576484492691 -6.918327112849028 -6.289810008997616 -inf
"Scotland : 15-Stuart Hogg , 14-Dougie Fife , 13-Mark Bennett -LRB- Visser -RRB- , 12-Matt Scott -LRB- Tonks -RRB- , 11-Tommy Seymour , 10-Finn Russell , 9-Greig Laidlaw -LRB- Hidalgo-Clyne 56 -RRB- ; 1-Ryan Grant -LRB- Dickinson 29 -RRB- , 2-Ross Ford -LRB- Brown 52 -RRB- , 3-Euan Murray -LRB- Cross 11 -RRB- , 4-Jim Hamilton -LRB- Swinson 52 -RRB- , 5-Jonny Gray , 6-Adam Ashe -LRB- Harley 56 -RRB- , 7-Blair Cowan , 8-David Denton",-5.413483135958617 -inf -6.026651800463698 -6.570094060399065 -inf -6.008208539939499 -6.8908732588926584 -inf -6.467447040034376 -7.512390864671324 -4.652159054749156 -7.501452080990313 -4.661379752480501 -inf -6.193489663401043 -7.560055419326774 -4.652159054749156 -6.52509213766614 -4.661379752480501 -inf -5.838165206574443 -7.4910734852162815 -inf -5.710902562342977 -6.295801137038379 -inf -6.531052728194067 -6.259454417271446 -4.652159054749156 -6.213952060903407 -6.87220407370523 -4.661379752480501 -inf -7.443353890094531 -7.4772170213146545 -4.652159054749156 -6.530565634723287 -7.439444834000998 -4.661379752480501 -inf -6.955171474282134 -7.447206198938372 -4.652159054749156 -6.913275143048929 -6.87279094697876 -4.661379752480501 -inf -7.483088123561592 -6.276067355302054 -4.652159054749156 -6.272484100499055 -6.5605862053594866 -4.661379752480501 -inf -7.476147564263037 -7.431340537787439 -4.652159054749156 -6.925892099366228 -6.87279094697876 -4.661379752480501 -inf -6.911990696748739 -6.539536730803842 -inf -7.480058024523149 -7.455710781687846 -4.652159054749156 -6.922001400643545 -6.87220407370523 -4.661379752480501 -inf -7.453177361808014 -7.47451794494664 -inf -7.4723592029210195 -inf
"Replacements : 16-Fraser Brown , 17-Alasdair Dickinson , 18-Geoff Cross , 19-Tim Swinson , 20-Rob Harley , 21-Sam Hidalgo-Clyne , 22-Greg Tonks , 23-Tim Visser",-inf -inf -6.462663579412737 -6.913275143048929 -inf -6.192163926468033 -6.530565634723287 -inf -6.219532770432984 -6.272484100499055 -inf -6.215610351106839 -6.925892099366228 -inf -5.590352830338328 -6.922001400643545 -inf -6.227272398447969 -6.213952060903407 -inf -6.437754176796516 -6.52509213766614 -inf -6.210636619301365 -7.501452080990313
"Ireland : 15-Rob Kearney , 14-Tommy Bowe , 13-Jared Payne , 12-Robbie Henshaw , 11-Luke Fitzgerald , 10-Jonathan Sexton -LRB- Madigan -RRB- , 9-Conor Murray -LRB- Reddan 79 -RRB- ; 1-Cian Healy -LRB- McGrath 54 -RRB- , 2-Rory Best -LRB- Cronin 61 -RRB- , 3-Mike Ross -LRB- Moore 45 -RRB- , 4-Devin Toner -LRB- Henderson 61 -RRB- , 5-Paul O'Connell -LRB- captain -RRB- , 6-Peter O'Mahony , 7-Sean O'Brien -LRB- Murphy 72 -RRB- , 8-Jamie Heaslip",-4.778105881786035 -inf -6.028447346264422 -6.549230925026402 -inf -5.827869914831303 -6.8754974680204 -inf -6.014247736783499 -6.288534553315665 -inf -6.0140202336101 -6.917729478687404 -inf -6.021894128552472 -6.527509036653445 -inf -6.006356737378337 -5.3986852216664 -4.652159054749156 -6.276247593512467 -4.661379752480501 -inf -6.532161804117746 -6.276067355302054 -4.652159054749156 -6.882963248060676 -7.467549232695302 -4.661379752480501 -inf -7.519735388325158 -7.516847694168666 -4.652159054749156 -6.914364597873596 -7.4707803527968935 -4.661379752480501 -inf -6.549409736412604 -6.059421596170148 -4.652159054749156 -6.925711162306684 -6.875756712346294 -4.661379752480501 -inf -7.491474408054546 -6.955171474282134 -4.652159054749156 -6.9070994605547105 -7.451722924681144 -4.661379752480501 -inf -6.570200890179005 -6.55784261500845 -4.652159054749156 -6.898008710954788 -6.875756712346294 -4.661379752480501 -inf -6.566760870005425 -6.26807576910621 -4.652159054749156 -7.487924998574606 -4.661379752480501 -inf -7.477289738464636 -7.437582225331031 -inf -6.550044532016373 -5.65933444897635 -4.652159054749156 -6.908754479793215 -7.463547397349905 -4.661379752480501 -inf -6.9382466904180795 -7.462952590922518
